Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Արարատ,Արարատ / Արալեզ,գ. Արալեզի մ/դ,187,- չունի -,- չունի -,182,5,- չունի -,- չունի -
Կոտայք,Աբովյան / Արամուս,գ. Արամուսի Վ.Առաքելյանի անվ. մ/դ,276,- չունի -,- չունի -,268,8,- չունի -,- չունի -
Արագածոտն,Ապարան / Արայի,գ. Արայի հմ/դ,18,- չունի -,- չունի -,18,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Արավուս,գ. Արավուսի տ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 1 մ/դ,195,- չունի -,- չունի -,186,9,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 2 մ/դ,194,- չունի -,- չունի -,193,1,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 3 մ/դ,127,- չունի -,- չունի -,126,1,- չունի -,- չունի -
Արարատ,Արտաշատ / Արաքսավան,գ. Արաքսավանի մ/դ,77,- չունի -,- չունի -,75,2,- չունի -,- չունի -
Արմավիր,Արմավիր / Արաքս,գ. Արաքսի Զ.Ավետիսյանի անվ. մ/դ,104,- չունի -,- չունի -,104,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արաքս,գ. Արաքսի մ/դ,100,1,- չունի -,96,3,- չունի -,- չունի -
Արարատ,Մասիս / Արբաթ,գ. Արբաթի Հ.Զաքարյանի անվ. մ/դ,170,1,- չունի -,165,4,- չունի -,- չունի -
Արարատ,Մասիս / Արգավանդ,գ. Արգավանդի մ/դ,181,1,- չունի -,173,7,- չունի -,- չունի -
Արմավիր,Արմավիր / Արգավանդ,գ. Արգավանդի մ/դ,171,- չունի -,- չունի -,170,1,- չունի -,- չունի -
Կոտայք,Նաիրի / Արգել,գ. Արգելի Վ.Անանյանի անվ. մ/դ,183,- չունի -,- չունի -,175,8,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Արգինա,գ. Արգինայի մ/դ,45,- չունի -,- չունի -,45,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Արդենիս,գ. Արդենիսի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Արդվի,գ. Արդվու հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Արեգնադեմ,գ. Արեգնադեմի մ/դ,21,- չունի -,- չունի -,21,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Արեգունի,գ. Արեգունու մ/դ,18,- չունի -,- չունի -,18,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Արենի,գ. Արենիի մ/դ,160,2,- չունի -,148,10,- չունի -,- չունի -
Կոտայք,Հրազդան / Արզական,գ. Արզականի Խ.Խաչատրյանի անվ. մ/դ,171,1,- չունի -,155,15,- չունի -,- չունի -
Կոտայք,Աբովյան / Արզնի,գ. Արզնիի մ/դ,191,4,- չունի -,160,26,1,- չունի -
Վայոց Ձոր,Վայք / Արին,գ. Արինի մ/դ,25,- չունի -,- չունի -,25,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Արծնի,գ. Արծնիի մ/դ,21,- չունի -,- չունի -,21,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 2 հմ/դ,62,- չունի -,- չունի -,59,3,- չունի -,- չունի -
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 1 մ/դ,147,- չունի -,- չունի -,147,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Արծվանիկ,գ. Արծվանիկի մ/դ,39,- չունի -,- չունի -,37,2,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Արծվանիստ,գ. Արծվանիստի մ/դ,177,1,- չունի -,175,1,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Արճիս,գ. Արճիսի մ/դ,81,- չունի -,- չունի -,81,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Արմանիս,գ. Արմանիսի հմ/դ,15,- չունի -,- չունի -,15,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Արմաշ,գ. Արմաշի մ/դ,163,- չունի -,- չունի -,162,1,- չունի -,- չունի -
Արմավիր,Մեծամոր / Գ.Արմավիր,գ. Արմավիրի մ/դ,188,- չունի -,- չունի -,185,3,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արշալույս,գ. Արշալույսի Ս.Գրիգորյանի անվ. մ/դ,269,- չունի -,- չունի -,260,9,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Արուճ,գ. Արուճի մ/դ,109,- չունի -,- չունի -,107,2,- չունի -,- չունի -
Լոռի,Սպիտակ / Ղուրսալի,գ. Արջհովիտի մ/դ,24,1,- չունի -,20,3,- չունի -,- չունի -
Լոռի,Գուգարք / Արջուտ,գ. Արջուտի մ/դ,47,- չունի -,- չունի -,47,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Արտաբույնք,գ. Արտաբույնքի մ/դ,51,- չունի -,- չունի -,50,1,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Արտամետ,գ. Արտամետի Գուրգեն Մարգարյանի անվ. մ/դ,11,- չունի -,- չունի -,11,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Արտանիշ,գ. Արտանիշի մ/դ,47,1,- չունի -,46,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Արտաշատավան,գ. Արտաշավանի մ/դ,51,- չունի -,- չունի -,49,2,- չունի -,- չունի -
Կոտայք,Հրազդան / Արտավազ,գ. Արտավազի մ/դ,29,- չունի -,- չունի -,29,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Արտավան,գ. Արտավանի մ/դ,16,- չունի -,- չունի -,14,2,- չունի -,- չունի -
Արագածոտն,Թալին / Արտենի,գ. Արտենիի թիվ 1 մ/դ,124,1,- չունի -,123,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Արտենի,գ. Արտենիի հիմնական դպրոց,52,- չունի -,- չունի -,52,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արտիմետ,գ. Արտիմետի մ/դ,124,1,- չունի -,116,7,- չունի -,- չունի -
Շիրակ,Աշոցք / Արփենի,գ. Արփենիի մ/դ,16,- չունի -,- չունի -,16,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Արփի,գ. Արփիի Վ. Լևոնյանի անվան մ/դ,81,- չունի -,- չունի -,76,5,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Արփունք,գ. Արփունքի մ/դ,25,- չունի -,- չունի -,24,1,- չունի -,- չունի -
Արարատ,Մասիս / Արևաբույր,գ. Արևաբույրի Հ.Թադևոսյանի անվ. մ/դ,83,- չունի -,- չունի -,76,7,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Արևադաշտ,գ. Արևադաշտի մ/դ,42,- չունի -,- չունի -,39,3,- չունի -,- չունի -
Լոռի,Ալավերդի / Արևածագ,գ. Արևածագի Կ․ Մելիքսեթյան անվ․ մ/դ,60,- չունի -,- չունի -,58,2,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Արևաշատ,գ. Արևաշատի մ/դ,129,- չունի -,- չունի -,120,9,- չունի -,- չունի -
Լոռի,Սպիտակ / Արևաշող,գ. Արևաշողի մ/դ,158,- չունի -,- չունի -,158,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Արևիկ,գ. Արևիկի մ/դ,95,- չունի -,- չունի -,95,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Արևիկ,գ. Արևիկի մ/դ,207,- չունի -,- չունի -,206,1,- չունի -,- չունի -
Սյունիք,Սիսիան / Արևիս,գ. Արևիսի հմ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Արևշատ,գ. Արևշատի մ/դ,125,2,- չունի -,117,6,- չունի -,- չունի -
Արագածոտն,Ապարան / Ափնագյուղ,գ. Ափնայի մ/դ,36,- չունի -,- չունի -,36,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Աքորի,գ. Աքորու մ/դ,111,- չունի -,- չունի -,111,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Բագարան,գ. Բագարանի մ/դ,64,- չունի -,- չունի -,64,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Բագրավան,գ. Բագրավանի մ/դ,48,- չունի -,- չունի -,48,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի թիվ 2 հմ/դ,42,- չունի -,- չունի -,39,3,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բագրատաշեն,գ. Բագրատաշենի Մ․ Մագուլյանի անվան թիվ 1 մ/դ,114,- չունի -,- չունի -,113,1,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Բազմաղբյուր,գ. Բազմաղբյուրի մ/դ,53,1,- չունի -,51,1,- չունի -,- չունի -
Լոռի,Գուգարք / Բազում,գ. Բազումի մ/դ,59,1,- չունի -,56,2,- չունի -,- չունի -
Կոտայք,Աբովյան / Բալահովիտ,գ. Բալահովիտի Ի.Վիրաբյանի անվ. մ/դ,226,3,- չունի -,212,11,- չունի -,- չունի -
Սյունիք,Սիսիան / Բալաք,գ. Բալաքի տ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բաղանիս,գ. Բաղանիսի մ/դ,40,- չունի -,- չունի -,40,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Բաղրամյան,գ. Բաղրամյան մ/դ,48,- չունի -,- չունի -,47,1,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,190,1,- չունի -,180,9,- չունի -,- չունի -
Արարատ,Արտաշատ / Բաղրամյան,գ. Բաղրամյանի մ/դ,256,1,- չունի -,244,11,- չունի -,- չունի -
Արմավիր,Արմավիր / Բամբակաշատ,գ. Բամբակաշատի մ/դ,217,- չունի -,- չունի -,213,4,- չունի -,- չունի -
Շիրակ,Ամասիա / Բանդիվան,գ. Բանդիվանի մ/դ,31,- չունի -,- չունի -,31,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Բավրա,գ. Բավրայի մ/դ,50,- չունի -,- չունի -,49,1,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բարեկամավան,գ. Բարեկամավանի մ/դ,9,- չունի -,- չունի -,8,1,- չունի -,- չունի -
Արարատ,Արտաշատ / Բարձրաշեն,գ. Բարձրաշենի մ/դ,128,- չունի -,- չունի -,122,6,- չունի -,- չունի -
Սյունիք,Գորիս / Բարձրավան,գ. Բարձրավանի մ/դ,8,- չունի -,- չունի -,3,5,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Բարձրունի,գ. Բարձրունու մ/դ,20,- չունի -,- չունի -,18,2,- չունի -,- չունի -
Շիրակ,Ախուրյան / Բենիամին,գ. Բենիամինի մ/դ,46,- չունի -,- չունի -,39,7,- չունի -,- չունի -
Շիրակ,Ամասիա / Բերդաշեն,գ. Բերդաշենի մ/դ,13,- չունի -,- չունի -,13,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Բերդավան,գ. Բերդավանի մ/դ,196,- չունի -,- չունի -,190,6,- չունի -,- չունի -
Արարատ,Արտաշատ / Բերդիկ,գ. Բերդիկի մ/դ,63,1,- չունի -,56,6,- չունի -,- չունի -
Տավուշ,Իջևան / Բերքաբեր,գ. Բերքաբերի մ/դ,27,- չունի -,- չունի -,27,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Բերքաշատ,գ. Բերքաշատի մ/դ,46,- չունի -,- չունի -,46,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Բերքառատ,գ. Բերքառատի մ/դ,59,- չունի -,- չունի -,59,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Բլագոդարնոյե,գ. Բլագոդարնոյեի հմ/դ,16,1,- չունի -,15,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Բյուրական,գ. Բյուրականի Հ.Թումանյանի անվ. մ/դ,195,3,- չունի -,185,7,- չունի -,- չունի -
Շիրակ,Ամասիա / Բյուրակն,գ. Բյուրակնի մ/դ,45,- չունի -,- չունի -,45,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Բյուրավան,գ. Բյուրավանի մ/դ,99,- չունի -,- չունի -,92,7,- չունի -,- չունի -
Սյունիք,Սիսիան / Բնունիս,գ. Բնունիսի հմ/դ,6,- չունի -,- չունի -,6,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Բովաձոր,գ. Բովաձորի մ/դ,5,- չունի -,- չունի -,5,- չունի -,- չունի -,- չունի -
Կոտայք,Նաիրի / Բուժական,գ. Բուժականի մ/դ,93,- չունի -,- չունի -,90,3,- չունի -,- չունի -
Կոտայք,Հրազդան / Բջնի,գ. Բջնիի Հ.Թումանյանի անվ. մ/դ,172,- չունի -,- չունի -,166,6,- չունի -,- չունի -
Սյունիք,Սիսիան / Բռնակոթ,գ. Բռնակոթի մ/դ,86,- չունի -,- չունի -,84,2,- չունի -,- չունի -
Գեղարքունիք,Սևան / Գագարին,գ. Գագարինի մ/դ,117,- չունի -,- չունի -,113,3,- չունի -,1
Արմավիր,Վաղարշապատ / Գայ,գ. Գայի մ/դ,289,1,- չունի -,283,5,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի թիվ 1 մ/դ,112,- չունի -,- չունի -,109,3,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գանձակ,գ. Գանձակի հ․ 2 մ/դ,104,- չունի -,- չունի -,104,- չունի -,- չունի -,- չունի -
Տավուշ,Իջևան / Գանձաքար,գ. Գանձաքարի մ/դ,198,1,- չունի -,189,8,- չունի -,- չունի -
Արագածոտն,Թալին / Գառնահովիտ,գ. Գառնահովիտի մ/դ,7,- չունի -,- չունի -,7,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Գառնառիճ,գ. Գառնառիճի մ/դ,18,- չունի -,- չունի -,18,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գառնի Բանավան,գ. Գառնի Բանավանի հմ/դ,96,- չունի -,- չունի -,96,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գառնի,գ. Գառնիի Ատոմի անվան հ. 2 ա/դ,90,- չունի -,- չունի -,87,3,- չունի -,- չունի -
Կոտայք,Աբովյան / Գառնի,գ. Գառնիի Ա․Հակոբյանի անվ․ թիվ 1 հմ/դ,458,3,- չունի -,441,14,- չունի -,- չունի -
Լոռի,Ստեփանավան / Գարգառ,գ. Գարգառի Վ.Բալայանի անվ. մ/դ,61,- չունի -,- չունի -,57,4,- չունի -,- չունի -
Կոտայք,Աբովյան / Գեղադիր,գ. Գեղադիրի մ/դ,42,- չունի -,- չունի -,42,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Գեղադիր,գ. Գեղադիրի Ռ․ Խաչատրյանի մ/դ,55,2,- չունի -,53,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Գեղակերտ,գ. Գեղակերտի մ/դ,154,- չունի -,- չունի -,146,8,- չունի -,- չունի -
Արագածոտն,Արագած / Գեղաձոր,գ. Գեղաձորի մ/դ,56,- չունի -,- չունի -,56,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Գեղամաբակ,գ. Գեղամաբակի հմ/դ,7,- չունի -,- չունի -,3,4,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Գեղամասար,գ. Գեղամասարի մ/դ,88,- չունի -,- չունի -,85,3,- չունի -,- չունի -
Գեղարքունիք,Սևան / Գեղամավան,գ. Գեղամավանի Ա.Աբրահամյանի անվ. մ/դ,59,- չունի -,- չունի -,54,5,- չունի -,- չունի -
Շիրակ,Արթիկ / Գեղանիստ,գ. Գեղանիստի մ/դ,105,- չունի -,- չունի -,102,3,- չունի -,- չունի -
Արարատ,Մասիս / Գեղանիստ,գ. Գեղանիստի մ/դ,239,- չունի -,1,230,8,- չունի -,- չունի -
Սյունիք,Կապան / Գեղանուշ,գ. Գեղանուշի մ/դ,27,- չունի -,- չունի -,27,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գեղաշեն,գ. Գեղաշենի մ/դ,356,1,- չունի -,341,14,- չունի -,- չունի -
Լոռի,Սպիտակ / Գեղասար,գ. Գեղասարի մ/դ,32,- չունի -,- չունի -,32,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գեղարդ,գ. Գեղարդի մ/դ,22,- չունի -,- չունի -,21,1,- չունի -,- չունի -
Արագածոտն,Արագած / Գեղարոտ,գ. Գեղարոտի մ/դ,31,- չունի -,- չունի -,31,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գեղարքունիք,գ. Գեղարքունիքի մ/դ,86,- չունի -,- չունի -,86,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Գեղի,գ. Գեղիի մ/դ,17,- չունի -,- չունի -,14,3,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի h. 2 մ/դ,193,- չունի -,1,192,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Գեղհովիտ,գ. Գեղհովիտի հ․ 1 մ/դ,150,- չունի -,- չունի -,150,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Գետազատ,գ. Գետազատի մ/դ,105,- չունի -,- չունի -,103,2,- չունի -,- չունի -
Տավուշ,Իջևան / Գետահովիտ,գ. Գետահովիտի մ/դ,119,- չունի -,- չունի -,114,5,- չունի -,- չունի -
Կոտայք,Նաիրի / Գետամեջ,գ. Գետամեջի մ/դ,35,- չունի -,- չունի -,30,5,- չունի -,- չունի -
Արմավիր,Արմավիր / Գետաշեն,գ. Գետաշենի մ/դ,132,- չունի -,- չունի -,131,1,- չունի -,- չունի -
Կոտայք,Աբովյան / Գետարգել,գ. Գետարգելի հմ/դ,91,1,- չունի -,89,1,- չունի -,- չունի -
Շիրակ,Արթիկ / Գետափ,գ. Գետափի Գ. Արշակյանի անվան մ/դ,53,- չունի -,- չունի -,53,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Գետափ,գ. Գետափի հմ/դ,7,- չունի -,- չունի -,7,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Գետափ,գ. Գետափի մ/դ,131,- չունի -,- չունի -,124,7,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Գետիկ,գ. Գետիկի մ/դ,34,- չունի -,- չունի -,34,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Գետք,գ. Գետքի մ/դ,32,1,- չունի -,31,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Գլաձոր,գ. Գլաձորի մ/դ,159,- չունի -,- չունի -,154,5,- չունի -,- չունի -
Լոռի,Ստեփանավան / Գյուլագարակ,գ. Գյուլագարակի մ/դ,131,- չունի -,- չունի -,130,1,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Գնդևազ,գ. Գնդեվազի մ/դ,46,- չունի -,- չունի -,46,- չունի -,- չունի -,- չունի -
Լոռի,Սպիտակ / Գոգարան,գ. Գոգարանի մ/դ,57,- չունի -,- չունի -,57,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Գոգհովիտ,գ. Գոգհովիտի մ/դ,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Գողթանիկ,գ. Գողթանիկի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Գողթ,գ. Գողթի մ/դ,178,- չունի -,- չունի -,178,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Գոմք,գ. Գոմքի մ/դ,10,- չունի -,- չունի -,10,- չունի -,- չունի -,- չունի -
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 1 մ/դ,33,- չունի -,- չունի -,33,- չունի -,- չունի -,- չունի -
Տավուշ,Դիլիջան / Գոշ,գ. Գոշի թիվ 2 հմ/դ,13,- չունի -,- չունի -,13,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Գոռավան,գ. Գոռավանի մ/դ,198,- չունի -,- չունի -,197,1,- չունի -,- չունի -
Սյունիք,Սիսիան / Գորայք,գ. Գորայքի մ/դ,33,- չունի -,- չունի -,29,4,- չունի -,- չունի -
Լոռի,Վանաձոր / Գուգարք,գ. Գուգարքի Հ.Շիրազի անվ. մ/դ,141,- չունի -,- չունի -,127,14,- չունի -,- չունի -
Շիրակ,Անի / Գուսանագյուղ,գ. Գուսանագյուղի մ/դ,41,- չունի -,- չունի -,41,- չունի -,- չունի -,- չունի -
