Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 188 հմ/դ,475,2,- չունի -,451,22,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 195 ա/դ,270,2,- չունի -,254,14,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 197 հմ/դ,347,1,- չունի -,325,21,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 198 ա/դ,152,- չունի -,- չունի -,146,6,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի թիվ 2 ա/դ,179,2,- չունի -,171,6,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 2 հտ/կթհ.,24,- չունի -,- չունի -,23,1,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 31 հմ/դ,142,4,- չունի -,129,8,- չունի -,1
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 45 հմ/դ,245,- չունի -,- չունի -,240,5,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 46 ա/դ,205,3,- չունի -,195,7,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 50 հմ/դ,111,1,- չունի -,103,7,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 62 ա/դ,195,14,- չունի -,164,16,1,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 64 հմ/դ,190,1,- չունի -,184,5,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 75 հմ/դ,166,2,- չունի -,155,9,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 91 հմ/դ,159,3,- չունի -,153,3,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 98 հմ/դ,368,4,- չունի -,360,4,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 99 միջնակարգ դպրոց,328,4,- չունի -,321,3,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ Ռ. Իշխանյանի անվ.153 հմ/դ,405,1,- չունի -,395,9,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Լ. Միրիջանյանի անվ. թիվ 155 հմ/դ,759,5,- չունի -,726,28,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Լ.Արիսյանի անվ. թիվ 127 ա/դ,222,4,- չունի -,199,19,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Լ.Շանթի անվ. թիվ 4 հմ/դ,180,1,- չունի -,176,3,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Լ.Տոլստոյի անվ. թիվ 128 հմ/դ,263,3,- չունի -,252,8,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Լեոյի անվ. թիվ 65 ա/դ,282,1,- չունի -,268,13,- չունի -,- չունի -
Երևան,Երևան / Նորք - Մարաշ,ք. Երևանի լսողության խանգարումներ ունեցող երե. հատուկ կրթահամալիր,51,1,- չունի -,50,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Դավիթաշեն,ք. Երևանի Լ․ Ազգալդյանի անվան թիվ 200 հմ/դ,458,- չունի -,- չունի -,434,24,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Աբովյանի անվ. թիվ 2 հմ/դ,437,5,- չունի -,430,2,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Խ.Աբովյանի անվ. թիվ 84 հմ/դ,498,5,- չունի -,476,17,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Աբովյանի անվ. ՀՊՄՀ հենակետային թիվ 57 հմ/դ,248,4,1,242,1,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Աբովյանի անվ. ՀՊՄՀ հենակետային վարժարան ա/դ,121,2,- չունի -,116,2,- չունի -,1
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Դաշտենցի անվ. թիվ 114 ա/դ,311,4,2,291,14,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Խ.Սամուելյանի անվ. թիվ 47 մ/դ,310,1,1,299,8,1,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խրիմյան Հայրիկի անվ. թիվ 10 հմ/դ,96,1,- չունի -,94,1,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Կ. Դեմիճյանի անվ. թիվ 139 ա/դ,233,4,- չունի -,209,20,- չունի -,- չունի -
Երևան,Երևան / Ավան,ք. Երևանի Կարեն․ Ասրյանի անվ․ թիվ 171 հմ/դ,541,5,2,520,12,2,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Կոստան Զարյանի անվ. թիվ 117 հմ/դ,342,- չունի -,- չունի -,329,13,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Հ. Մորգենթաուի անվ. թիվ 126 հմ/դ,99,1,- չունի -,86,12,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ. Շիրազի անվ. թիվ 169 հմ/դ,272,- չունի -,- չունի -,265,7,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ.Ավետիսյանի անվ. թիվ 74 հմ/դ,323,- չունի -,- չունի -,313,10,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Գալստյանի անվ. թիվ 83 ա/դ,279,3,- չունի -,262,14,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ.Թումանյանի անվ. թիվ 32 հմ/դ,88,3,- չունի -,81,4,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Իսակովի անվ. թիվ 132 հմ/դ,465,74,1,349,40,1,- չունի -
Երևան,Երևան / Դավիթաշեն,ք. Երևանի Հ.Խաչատրյանի անվ. թիվ 199 հմ/դ,355,1,- չունի -,326,28,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Հ.Կարապենցի անվ. թիվ 6 հմ/դ,412,- չունի -,- չունի -,398,13,- չունի -,1
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Հայրապետյանի անվ. թիվ 78 հմ/դ,316,2,- չունի -,307,7,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ.Հովհաննիսյանի անվ. թիվ 52 հմ/դ,172,- չունի -,- չունի -,157,14,1,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Հ.Պարոնյանի անվ. թիվ 59 հմ/դ,139,2,- չունի -,117,20,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Պողոսյանի անվան թիվ 82 հմ/դ,372,8,- չունի -,351,12,1,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Հ.Սահյանի անվ. թիվ 70 հմ/դ,43,- չունի -,- չունի -,42,1,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Օշականի անվ. թիվ 172 հմ/դ,181,- չունի -,1,175,5,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի ՀԱԱՀ վարժարան (Ագրարային համալսարան),158,1,- չունի -,155,2,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Հակոբ Կոջոյանի անվ. կրթահամալիր,103,- չունի -,- չունի -,103,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հայկ Բժշկյանցի անվ. թիվ 129 հմ/դ,147,4,- չունի -,134,8,1,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի ՀԱՊՀ ա/դ,490,9,2,466,13,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Հյուսիսային համալսարանի ա/դ,31,2,- չունի -,28,1,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Հրանտ Դինքի անվ. թիվ 44 հմ/դ,375,4,- չունի -,348,23,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի հ․ 112 ա/դ,157,- չունի -,- չունի -,152,5,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Հ․ Բաղրամյանի անվ․ թիվ 39 հմ/դ,92,1,- չունի -,88,3,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ղ.Աղայանի անվ. թիվ 63 հմ/դ,98,4,- չունի -,88,6,- չունի -,- չունի -
Երևան,Երևան / Նուբարաշեն,ք. Երևանի Ղևոնդ Ալիշանի անվ. թիվ 95 մ/դ,447,1,- չունի -,428,18,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի ՃՇՀԱՀ Մանուկ Աբեղյանի անվ. ա/դ,330,4,1,304,21,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Մ.Գալշոյանի անվան թիվ 148 ա/դ,235,1,- չունի -,213,21,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մ.Գորգիսյանի անվ. թիվ 158 հմ/դ,178,1,- չունի -,170,7,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Մ.Իշխանի անվ. թիվ 5 հմ/դ,97,4,- չունի -,89,4,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Մ.Խորենացու անվ. 143 հմ/դ,338,8,- չունի -,302,28,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Մ.Մանուշյանի անվ. թիվ 48 հմ/դ,221,1,- չունի -,204,16,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Մ.Մեծարենցի անվ. թիվ 146 հմ/դ,151,1,- չունի -,143,7,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Մ.Մխոյանի անվ. թիվ 68 հմ/դ,96,1,- չունի -,88,7,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Մ.Նալբանդյանի անվ. թիվ 33 հմ/դ,170,- չունի -,- չունի -,163,6,- չունի -,1
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մ.Սարյանի անվ. թիվ 86 հմ/դ,164,- չունի -,- չունի -,158,6,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Մ.Քաջունու անվ. թիվ 54 ա/դ,212,7,- չունի -,198,7,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Մոնթե Մելքոնյանի անվ.թիվ 11 հմ/դ,1015,3,- չունի -,970,42,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մովսես Ջանբազյանի անվ. թիվ 79 հմ/դ,277,3,1,259,13,- չունի -,1
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մուրացանի անվ. թիվ 18 հմ/դ,218,- չունի -,- չունի -,209,9,- չունի -,- չունի -
Երևան,Երևան / Նուբարաշեն,ք. Երևանի մտավոր թերզարգացում ունեցող երեխաների N 11 հատուկ /օժանդակ/ դպրոց,51,1,- չունի -,49,1,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Մ․ Մաշտոցի անվ․ երկարօրյա ուս․ համալիր,242,3,1,238,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Յ.Լեփսիուսի անվ. թիվ 88 հմ/դ,444,2,- չունի -,427,15,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ն.Աղբալյանի անվ. թիվ 19 հմ/դ,563,- չունի -,2,555,6,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ն.Զարյանի անվ. թիվ 130 հմ/դ,468,3,1,454,10,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Ն.Խաչատրյանի անվ. թիվ 113 մ/դ,520,1,- չունի -,504,15,- չունի -,- չունի -
Երևան,Երևան / Ավան,ք. Երևանի Ն.Մեծի անվ. թիվ 124 հմ/դ,274,50,1,194,25,4,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Ն.Սաֆարյանի անվ. թիվ 164 հմ/դ,487,60,1,395,27,4,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Ն.Վ. Գոգոլի անվան հմ. 35 հմ/դ,765,64,- չունի -,679,20,2,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Նար-Դոսի անվ. թիվ 14 հմ/դ,168,- չունի -,- չունի -,153,15,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Նելսոն Ստեփանյանի անվ. h. 71 հմ/դ,391,- չունի -,- չունի -,390,- չունի -,1,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Պ.Յավորովի անվ. թիվ 131 հմ/դ,661,1,1,613,46,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Պ.Չայկովսկու անվ. մասնագիտացված մ/դ,230,1,1,224,4,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Պ.Սևակի անվ. թիվ 123 հմ/դ,355,- չունի -,- չունի -,344,11,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի պարարվեստի պետ. քոլեջ,21,- չունի -,- չունի -,16,5,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Ջ. Աբրահամյանի անվ. թիվ 111 հմ/դ,146,- չունի -,- չունի -,144,2,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ջոն Կիրակոսյանի անվ. թիվ 20 հմ/դ,370,1,- չունի -,365,3,1,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ռ.Միրոյանի անվ. թիվ 77 հմ/դ,350,24,1,312,12,1,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ռ.Սևակի անվ. թիվ151 հմ/դ,204,2,- չունի -,189,13,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Ռուբեն Սարգսյանի անվ․ «Էվրիստա» մ/դ,115,4,- չունի -,111,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ս. Դավթի անվ. Կրթահամալիր,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Ս.Բյուրատի անվ. թիվ 125 հմ/դ,442,- չունի -,- չունի -,426,16,- չունի -,- չունի -
Երևան,Երևան / Դավիթաշեն,ք. Երևանի Ս.Գևորգյանի անվ. թիվ 189 ա/դ,212,- չունի -,- չունի -,196,16,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Ս.Խանզադյանի անվ. թիվ 184 ա/դ,243,7,- չունի -,222,14,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ս.Կապուտիկյանի անվ. թիվ 145 հմ/դ,86,3,- չունի -,79,4,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Ս.Հովսեփյանի անվ. թիվ 115 ա/դ,159,4,- չունի -,149,6,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Ս.Շահմուրադյանի անվ. թիվ 85 հմ/դ,91,- չունի -,- չունի -,90,1,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ս.Սպանդարյանի անվ. թիվ 24 հմ/դ,196,3,- չունի -,183,10,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Սախարովի անվ. թիվ 69 հմ/դ,450,130,1,298,18,2,1
Երևան,Երևան / Արաբկիր,ք. Երևանի Ստ.Զորյանի անվ. թիվ 56 հմ/դ,480,- չունի -,- չունի -,467,13,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ստ.Շահումյանի անվ. թիվ 1 հմ/դ,136,- չունի -,- չունի -,126,10,- չունի -,- չունի -
Երևան,Երևան / Ավան,ք. Երևանի Ստարովոյտովայի անվ. թիվ 177 հմ/դ,541,11,- չունի -,489,41,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Ստ․ Լիսիցյանի անվ. թիվ 34 հմ/դ,114,- չունի -,- չունի -,106,8,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Վ.Զատիկյանի անվ. թիվ 90 հմ/դ,368,3,- չունի -,341,24,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Վ.Թեքեյանի անվ. թիվ 92 հմ/դ,248,2,- չունի -,237,9,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Վ.Համբարձումյանի անվ. թիվ 12 հմ/դ,478,1,- չունի -,467,10,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Վ.Համբարձումյանի անվ. թիվ 17 հմ/դ,208,3,- չունի -,197,8,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Վ.Մայակովսկու անվ. թիվ 7 հմ/դ,337,153,3,153,24,4,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Վ.Պետրոսյանի անվ. թիվ 51 հմ/դ,478,7,- չունի -,463,7,1,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Վ.Սարոյանի անվ. թիվ 138 հմ/դ,197,2,- չունի -,187,8,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Վ.Վարդևանյանի անվ. թիվ 173 հմ/դ,154,- չունի -,- չունի -,139,15,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Վ.Տերյանի անվ. թիվ 60 հմ/դ,409,5,- չունի -,398,4,1,1
Երևան,Երևան / Կենտրոն,ք. Երևանի Վաղարշ Վաղարշյանի անվ. թիվ 80 հմ/դ,304,4,- չունի -,290,10,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Վ․ Դավթյանի անվան թիվ 37 հմ/դ,85,2,- չունի -,71,12,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Վ․Գ․Բելինսկու անվ. թիվ 38 հմ/դ,419,1,- չունի -,409,9,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Տ. Շևչենկոյի անվ. թիվ 42 ա/դ,225,13,- չունի -,200,11,1,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Րաֆֆու անվան թիվ 36 հմ/դ,232,5,- չունի -,206,21,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի օլիմպիական հերթափոխի պետական մարզական մգ.մ/դ,356,5,1,341,9,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,Ք. Երևանի Ֆ. Նանսենի անվ. թիվ 150 հմ/դ,548,4,- չունի -,530,14,- չունի -,- չունի -
Արագածոտն,Թալին / Թալին,ք. Թալինի ա/դ,53,- չունի -,- չունի -,52,1,- չունի -,- չունի -
Արագածոտն,Թալին / Թալին,ք. Թալինի թիվ 2 հմ/դ,86,- չունի -,- չունի -,81,5,- չունի -,- չունի -
Արագածոտն,Թալին / Թալին,ք. Թալինի Մ. Արսլանյանի անվան թիվ 1 հիմնական դպրոց,148,1,- չունի -,141,6,- չունի -,- չունի -
Շիրակ,Աշոցք / Թորոսգյուղ,ք. Թորոսգյուղի մ/դ,19,- չունի -,- չունի -,19,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Թումանյան,ք. Թումանյանի Խ.Աբովյանի անվ. մ/դ,90,- չունի -,- չունի -,90,- չունի -,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի Գ.Էդիլյան անվ. թիվ 3 հմ/դ,201,- չունի -,- չունի -,192,9,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի թիվ 2 ա/դ,222,1,- չունի -,212,9,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի թիվ 4 հմ/դ,125,2,- չունի -,118,5,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի թիվ 5 հմ/դ,450,4,- չունի -,444,2,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի Ս.Սարգսյանի անվ. թիվ 1 հմ/դ,341,1,- չունի -,328,12,- չունի -,- չունի -
Կոտայք,Հրազդան / Ծաղկաձոր,ք. Ծաղկաձորի մ/դ,76,- չունի -,- չունի -,67,9,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 1 հմ/դ,262,2,- չունի -,245,15,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 10 մ/դ,164,- չունի -,- չունի -,158,6,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 11 մ/դ,48,- չունի -,- չունի -,47,1,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 12 հմ/դ,13,- չունի -,- չունի -,10,3,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 13 հմ/դ,222,2,- չունի -,214,6,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 2 ա/դ,140,2,- չունի -,133,5,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 3 հտ/կթհ,50,- չունի -,- չունի -,49,1,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 3 մ/դ,430,3,- չունի -,422,5,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 4 մ/դ,18,1,- չունի -,17,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 5 հմ/դ,281,2,- չունի -,270,9,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 6 հմ/դ,299,- չունի -,- չունի -,292,7,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 7 հմ/դ,400,3,- չունի -,390,7,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 8 մ/դ,65,- չունի -,- չունի -,63,2,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 9 ա/դ,105,- չունի -,- չունի -,103,2,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Ա.Իսահակյանի անվ. թիվ 9 հմ/դ,213,- չունի -,- չունի -,180,33,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Ա.Շիրակացու անվ. թիվ 6 հմ/դ,139,- չունի -,- չունի -,125,14,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Ասքանազ Մռավյանի անվ. թիվ 4 հմ/դ,291,- չունի -,- չունի -,283,7,1,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի թիվ 14 հմ/դ,280,1,- չունի -,260,19,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի թիվ 2 հմ/դ,250,1,- չունի -,228,20,1,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի թիվ 7 մ/դ,24,- չունի -,- չունի -,23,1,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Լ․ Խեչոյանի անվ. թիվ 10 ա/դ,201,- չունի -,- չունի -,190,11,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Խ.Աբովյանի անվ. թիվ 1 ա/դ,81,1,- չունի -,78,2,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Հ. Թումանյանի անվան թիվ 5 հմ/դ,278,1,- չունի -,251,26,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Հ.Պարոնյանի անվ. թիվ 12 հմ/դ,389,5,- չունի -,348,33,3,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Հ.Օրբելու անվ. թիվ 13 ա/դ,195,- չունի -,- չունի -,179,16,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Պ.Սևակի անվ. թիվ 8 հմ/դ,523,5,- չունի -,467,51,- չունի -,- չունի -
Կոտայք,Հրազդան / Հրազդան,ք. Հրազդանի Վ.Սարոյանի անվ. թիվ 11 հմ/դ,790,3,- չունի -,723,64,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Ճամբարակ,ք. Ճամբարակի ա/դ,91,1,- չունի -,84,5,1,- չունի -
Գեղարքունիք,Ճամբարակ / Ճամբարակ,ք. Ճամբարակի թիվ 1հմ/դ,219,- չունի -,- չունի -,213,6,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Ճամբարակ,ք. Ճամբարակի թիվ 2 հմ/դ,75,- չունի -,- չունի -,66,9,- չունի -,- չունի -
