Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Երևան,Երևան / Ավան,ք. Երևանի թիվ 104 հմ/դ,348,2,- չունի -,326,20,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 105 ա/դ,186,- չունի -,- չունի -,173,13,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 107 մ/դ,95,1,- չունի -,93,1,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 108 մ/դ,441,2,- չունի -,423,16,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 109 ա/դ,101,23,- չունի -,70,7,1,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 110 հմ/դ,93,2,- չունի -,81,10,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 116 հմ/դ,262,3,- չունի -,256,3,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 120 հմ/դ,98,1,- չունի -,91,6,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի թիվ 13 երաժշտական մգ.մ/դ,66,- չունի -,- չունի -,64,2,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 134 հմ/դ,211,7,- չունի -,176,28,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի թիվ 136 հմ/դ,195,1,- չունի -,185,9,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի թիվ 14 հտ.մ/դ,21,1,- չունի -,20,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 140 հմ/դ,144,2,- չունի -,137,5,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 144 հմ/դ,90,1,- չունի -,87,2,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի թիվ 147 հմ/դ,353,32,- չունի -,299,22,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 152 հմ/դ,160,2,- չունի -,129,29,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 154 հմ/դ,389,1,- չունի -,370,18,- չունի -,- չունի -
Երևան,Երևան / Նորք - Մարաշ,ք. Երևանի թիվ 157 հմ/դ,55,1,- չունի -,50,4,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 159 ա/դ,102,1,- չունի -,91,10,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 160 հմ/դ,561,4,- չունի -,530,27,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 162 հմ/դ,619,1,- չունի -,600,18,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 167 հմ/դ,123,- չունի -,- չունի -,120,3,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 168 հմ/դ,682,13,1,651,17,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 17 հտ.հմ/դ,37,- չունի -,- չունի -,37,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 174 հմ/դ,584,2,- չունի -,568,14,- չունի -,- չունի -
Երևան,Երևան / Նուբարաշեն,ք. Երևանի թիվ 175 մ/դ,325,- չունի -,- չունի -,316,9,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 178 հմ/դ,153,1,- չունի -,140,12,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 179 հմ/դ,249,2,- չունի -,226,21,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 181 հմ/դ,975,10,- չունի -,929,36,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 185 հմ/դ,225,4,- չունի -,209,12,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 186 հմ/դ,465,3,- չունի -,439,23,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 187 մ/դ,284,3,- չունի -,273,8,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 188 հմ/դ,427,2,- չունի -,406,18,- չունի -,1
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ 195 ա/դ,299,7,- չունի -,278,14,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 197 հմ/դ,303,1,- չունի -,288,14,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 198 ա/դ,200,1,- չունի -,188,11,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի թիվ 2 ա/դ,248,1,- չունի -,244,3,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 2 հտ/կթհ.,9,- չունի -,- չունի -,9,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 31 հմ/դ,127,1,- չունի -,123,3,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 45 հմ/դ,220,- չունի -,1,214,5,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 46 ա/դ,208,3,- չունի -,190,15,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 50 հմ/դ,110,- չունի -,- չունի -,103,7,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի թիվ 62 ա/դ,185,12,- չունի -,157,15,1,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի թիվ 64 հմ/դ,185,2,- չունի -,180,3,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 75 հմ/դ,141,- չունի -,- չունի -,129,12,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի թիվ 91 հմ/դ,121,3,- չունի -,112,6,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 98 հմ/դ,263,1,- չունի -,249,13,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի թիվ 99 միջնակարգ դպրոց,300,4,- չունի -,282,14,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի թիվ Ռ. Իշխանյանի անվ.153 հմ/դ,405,2,- չունի -,390,13,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Լ. Միրիջանյանի անվ. թիվ 155 հմ/դ,752,- չունի -,- չունի -,717,35,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Լ.Արիսյանի անվ. թիվ 127 ա/դ,213,3,- չունի -,191,19,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Լ.Շանթի անվ. թիվ 4 հմ/դ,146,- չունի -,- չունի -,140,6,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Լ.Տոլստոյի անվ. թիվ 128 հմ/դ,281,1,- չունի -,271,9,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Լեոյի անվ. թիվ 65 ա/դ,340,9,- չունի -,321,10,- չունի -,- չունի -
Երևան,Երևան / Նորք - Մարաշ,ք. Երևանի լսողության խանգարումներ ունեցող երե. հատուկ կրթահամալիր,35,- չունի -,- չունի -,35,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Դավիթաշեն,ք. Երևանի Լ․ Ազգալդյանի անվան թիվ 200 հմ/դ,440,1,- չունի -,413,26,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Աբովյանի անվ. թիվ 2 հմ/դ,430,1,- չունի -,425,4,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Խ.Աբովյանի անվ. թիվ 84 հմ/դ,465,5,- չունի -,443,17,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Աբովյանի անվ. ՀՊՄՀ հենակետային թիվ 57 հմ/դ,268,3,- չունի -,260,5,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Աբովյանի անվ. ՀՊՄՀ հենակետային վարժարան ա/դ,355,2,- չունի -,351,2,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խ.Դաշտենցի անվ. թիվ 114 ա/դ,279,5,1,271,2,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Խ.Սամուելյանի անվ. թիվ 47 մ/դ,269,1,- չունի -,259,9,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Խրիմյան Հայրիկի անվ. թիվ 10 հմ/դ,87,2,- չունի -,82,3,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Կ. Դեմիճյանի անվ. թիվ 139 ա/դ,255,1,- չունի -,240,14,- չունի -,- չունի -
Երևան,Երևան / Ավան,ք. Երևանի Կարեն․ Ասրյանի անվ․ թիվ 171 հմ/դ,526,6,1,511,8,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Կոստան Զարյանի անվ. թիվ 117 հմ/դ,298,1,- չունի -,279,17,1,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Հ. Մորգենթաուի անվ. թիվ 126 հմ/դ,50,3,- չունի -,41,6,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ. Շիրազի անվ. թիվ 169 հմ/դ,257,3,- չունի -,244,10,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ.Ավետիսյանի անվ. թիվ 74 հմ/դ,288,- չունի -,- չունի -,274,14,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Գալստյանի անվ. թիվ 83 ա/դ,249,3,- չունի -,237,9,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ.Թումանյանի անվ. թիվ 32 հմ/դ,70,- չունի -,- չունի -,65,5,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Իսակովի անվ. թիվ 132 հմ/դ,418,60,- չունի -,310,46,2,- չունի -
Երևան,Երևան / Դավիթաշեն,ք. Երևանի Հ.Խաչատրյանի անվ. թիվ 199 հմ/դ,343,1,- չունի -,294,48,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Հ.Կարապենցի անվ. թիվ 6 հմ/դ,364,3,- չունի -,347,14,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Հայրապետյանի անվ. թիվ 78 հմ/դ,273,2,- չունի -,265,6,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Հ.Հովհաննիսյանի անվ. թիվ 52 հմ/դ,167,3,- չունի -,155,9,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Հ.Պարոնյանի անվ. թիվ 59 հմ/դ,143,1,- չունի -,128,14,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Պողոսյանի անվան թիվ 82 հմ/դ,360,4,- չունի -,341,15,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Հ.Սահյանի անվ. թիվ 70 հմ/դ,38,1,- չունի -,34,3,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հ.Օշականի անվ. թիվ 172 հմ/դ,154,2,- չունի -,151,1,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի ՀԱԱՀ վարժարան (Ագրարային համալսարան),82,3,1,78,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Հակոբ Կոջոյանի անվ. կրթահամալիր,315,4,1,307,3,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Հայկ Բժշկյանցի անվ. թիվ 129 հմ/դ,143,6,- չունի -,124,12,- չունի -,1
Երևան,Երևան / Կենտրոն,ք. Երևանի ՀԱՊՀ ա/դ,259,3,1,247,8,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Հյուսիսային համալսարանի ա/դ,17,- չունի -,- չունի -,17,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Հրանտ Դինքի անվ. թիվ 44 հմ/դ,336,3,- չունի -,318,15,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի հ․ 112 ա/դ,198,- չունի -,- չունի -,188,10,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Հ․ Բաղրամյանի անվ․ թիվ 39 հմ/դ,72,- չունի -,- չունի -,69,3,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ղ.Աղայանի անվ. թիվ 63 հմ/դ,88,- չունի -,- չունի -,82,6,- չունի -,- չունի -
Երևան,Երևան / Նուբարաշեն,ք. Երևանի Ղևոնդ Ալիշանի անվ. թիվ 95 մ/դ,411,2,- չունի -,395,14,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի ՃՇՀԱՀ Մանուկ Աբեղյանի անվ. ա/դ,506,4,- չունի -,491,10,1,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Մ.Գալշոյանի անվան թիվ 148 ա/դ,217,5,- չունի -,186,26,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մ.Գորգիսյանի անվ. թիվ 158 հմ/դ,146,3,- չունի -,136,7,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Մ.Իշխանի անվ. թիվ 5 հմ/դ,70,1,1,64,4,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Մ.Խորենացու անվ. 143 հմ/դ,351,4,- չունի -,320,27,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Մ.Մանուշյանի անվ. թիվ 48 հմ/դ,208,1,- չունի -,193,14,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Մ.Մեծարենցի անվ. թիվ 146 հմ/դ,134,- չունի -,- չունի -,128,6,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Մ.Մխոյանի անվ. թիվ 68 հմ/դ,92,- չունի -,- չունի -,84,8,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Մ.Նալբանդյանի անվ. թիվ 33 հմ/դ,154,2,- չունի -,150,2,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մ.Սարյանի անվ. թիվ 86 հմ/դ,172,1,- չունի -,162,9,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Մ.Քաջունու անվ. թիվ 54 ա/դ,271,8,- չունի -,255,8,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Մոնթե Մելքոնյանի անվ.թիվ 11 հմ/դ,885,3,- չունի -,845,36,- չունի -,1
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մովսես Ջանբազյանի անվ. թիվ 79 հմ/դ,264,2,- չունի -,254,8,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Մուրացանի անվ. թիվ 18 հմ/դ,217,- չունի -,- չունի -,208,9,- չունի -,- չունի -
Երևան,Երևան / Նուբարաշեն,ք. Երևանի մտավոր թերզարգացում ունեցող երեխաների N 11 հատուկ /օժանդակ/ դպրոց,23,- չունի -,- չունի -,22,1,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Մ․ Մաշտոցի անվ․ երկարօրյա ուս․ համալիր,253,1,2,248,1,- չունի -,1
Երևան,Երևան / Նոր Նորք,ք. Երևանի Յ.Լեփսիուսի անվ. թիվ 88 հմ/դ,377,2,- չունի -,361,14,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ն.Աղբալյանի անվ. թիվ 19 հմ/դ,515,2,6,500,7,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ն.Զարյանի անվ. թիվ 130 հմ/դ,460,- չունի -,1,438,21,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Ն.Խաչատրյանի անվ. թիվ 113 մ/դ,524,1,- չունի -,507,16,- չունի -,- չունի -
Երևան,Երևան / Ավան,ք. Երևանի Ն.Մեծի անվ. թիվ 124 հմ/դ,195,40,- չունի -,139,14,2,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Ն.Սաֆարյանի անվ. թիվ 164 հմ/դ,412,53,- չունի -,328,31,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Ն.Վ. Գոգոլի անվան հմ. 35 հմ/դ,783,58,3,700,17,4,1
Երևան,Երևան / Կենտրոն,ք. Երևանի Նար-Դոսի անվ. թիվ 14 հմ/դ,150,1,1,134,14,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Նելսոն Ստեփանյանի անվ. h. 71 հմ/դ,401,1,- չունի -,397,3,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Պ.Յավորովի անվ. թիվ 131 հմ/դ,677,3,- չունի -,638,36,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Պ.Չայկովսկու անվ. մասնագիտացված մ/դ,280,4,- չունի -,272,4,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Պ.Սևակի անվ. թիվ 123 հմ/դ,315,1,- չունի -,310,4,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի պարարվեստի պետ. քոլեջ,65,3,- չունի -,60,2,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Ջ. Աբրահամյանի անվ. թիվ 111 հմ/դ,129,1,- չունի -,122,6,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ջոն Կիրակոսյանի անվ. թիվ 20 հմ/դ,310,3,1,301,5,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ռ.Միրոյանի անվ. թիվ 77 հմ/դ,325,14,1,292,17,1,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ռ.Սևակի անվ. թիվ151 հմ/դ,162,1,- չունի -,154,7,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,ք. Երևանի Ռուբեն Սարգսյանի անվ․ «Էվրիստա» մ/դ,106,3,- չունի -,103,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ս. Դավթի անվ. Կրթահամալիր,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Ս.Բյուրատի անվ. թիվ 125 հմ/դ,366,2,- չունի -,355,9,- չունի -,- չունի -
Երևան,Երևան / Դավիթաշեն,ք. Երևանի Ս.Գևորգյանի անվ. թիվ 189 ա/դ,211,1,- չունի -,196,14,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Ս.Խանզադյանի անվ. թիվ 184 ա/դ,345,13,- չունի -,304,27,1,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ս.Կապուտիկյանի անվ. թիվ 145 հմ/դ,86,- չունի -,- չունի -,79,7,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Ս.Հովսեփյանի անվ. թիվ 115 ա/դ,169,2,- չունի -,160,7,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,ք. Երևանի Ս.Շահմուրադյանի անվ. թիվ 85 հմ/դ,77,1,- չունի -,71,5,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ս.Սպանդարյանի անվ. թիվ 24 հմ/դ,167,1,- չունի -,161,5,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Սախարովի անվ. թիվ 69 հմ/դ,373,97,- չունի -,256,18,2,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Ստ.Զորյանի անվ. թիվ 56 հմ/դ,459,- չունի -,1,445,13,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Ստ.Շահումյանի անվ. թիվ 1 հմ/դ,124,- չունի -,1,119,4,- չունի -,- չունի -
Երևան,Երևան / Ավան,ք. Երևանի Ստարովոյտովայի անվ. թիվ 177 հմ/դ,541,5,- չունի -,487,48,1,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Ստ․ Լիսիցյանի անվ. թիվ 34 հմ/դ,87,1,- չունի -,77,9,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Վ.Զատիկյանի անվ. թիվ 90 հմ/դ,300,1,- չունի -,282,16,1,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի Վ.Թեքեյանի անվ. թիվ 92 հմ/դ,204,2,- չունի -,189,13,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Վ.Համբարձումյանի անվ. թիվ 12 հմ/դ,392,1,- չունի -,381,10,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Վ.Համբարձումյանի անվ. թիվ 17 հմ/դ,190,1,- չունի -,183,6,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Վ.Մայակովսկու անվ. թիվ 7 հմ/դ,289,142,1,114,27,5,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Վ.Պետրոսյանի անվ. թիվ 51 հմ/դ,468,1,1,462,4,- չունի -,- չունի -
Երևան,Երևան / Աջափնյակ,ք. Երևանի Վ.Սարոյանի անվ. թիվ 138 հմ/դ,166,5,- չունի -,156,5,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Վ.Վարդևանյանի անվ. թիվ 173 հմ/դ,119,1,- չունի -,109,9,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,ք. Երևանի Վ.Տերյանի անվ. թիվ 60 հմ/դ,367,3,1,357,6,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Վաղարշ Վաղարշյանի անվ. թիվ 80 հմ/դ,269,2,- չունի -,250,17,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Վ․ Դավթյանի անվան թիվ 37 հմ/դ,65,- չունի -,- չունի -,58,7,- չունի -,- չունի -
Երևան,Երևան / Շենգավիթ,ք. Երևանի Վ․Գ․Բելինսկու անվ. թիվ 38 հմ/դ,369,2,- չունի -,357,10,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ք. Երևանի Տ. Շևչենկոյի անվ. թիվ 42 ա/դ,174,16,1,148,9,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,ք. Երևանի Րաֆֆու անվան թիվ 36 հմ/դ,225,3,- չունի -,204,18,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,ք. Երևանի օլիմպիական հերթափոխի պետական մարզական մգ.մ/դ,47,1,- չունի -,33,13,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,Ք. Երևանի Ֆ. Նանսենի անվ. թիվ 150 հմ/դ,468,2,- չունի -,461,5,- չունի -,- չունի -
Արագածոտն,Թալին / Թալին,ք. Թալինի ա/դ,50,1,- չունի -,48,1,- չունի -,- չունի -
Արագածոտն,Թալին / Թալին,ք. Թալինի թիվ 2 հմ/դ,77,- չունի -,- չունի -,73,4,- չունի -,- չունի -
Արագածոտն,Թալին / Թալին,ք. Թալինի Մ. Արսլանյանի անվան թիվ 1 հիմնական դպրոց,173,1,- չունի -,166,6,- չունի -,- չունի -
Շիրակ,Աշոցք / Թորոսգյուղ,ք. Թորոսգյուղի մ/դ,28,- չունի -,- չունի -,28,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Թումանյան,ք. Թումանյանի Խ.Աբովյանի անվ. մ/դ,96,- չունի -,- չունի -,93,3,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի Գ.Էդիլյան անվ. թիվ 3 հմ/դ,156,- չունի -,- չունի -,152,4,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի թիվ 2 ա/դ,286,1,- չունի -,276,9,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի թիվ 4 հմ/դ,110,3,- չունի -,100,7,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի թիվ 5 հմ/դ,444,3,- չունի -,439,2,- չունի -,- չունի -
Տավուշ,Իջևան / Իջևան,ք. Իջևանի Ս.Սարգսյանի անվ. թիվ 1 հմ/դ,280,1,- չունի -,264,15,- չունի -,- չունի -
Կոտայք,Հրազդան / Ծաղկաձոր,ք. Ծաղկաձորի մ/դ,76,1,- չունի -,71,4,- չունի -,- չունի -
Սյունիք,Կապան / Կապան,ք. Կապանի թիվ 1 հմ/դ,257,- չունի -,- չունի -,245,12,- չունի -,- չունի -
